,CURRENTCLUB
PlayerId,ClubId
769063,398
178838,3999
159372,398
234761,3999
448466,398
283735,398
334835,398
128220,398
170481,398
289165,398
41414,398
351816,5
199733,398
239802,398
182906,5
266302,398
200056,398
131075,398
126729,398
44420,398
457931,398
300137,398
624942,398
222209,398
65278,398
303254,5
465565,398
7825,398
37834,46
182618,5
96533,683
586986,873
61887,265
37304,180
346482,180
648046,1237
56416,6195
401923,6195
724039,1091
331401,398
160668,1091
72768,1091
468260,1091
153190,1091
206843,1091
209649,1091
79110,449
631576,449
580276,449
699980,449
197170,449
203412,449
633434,449
191391,449
109217,449
178322,449
175988,449
33481,449
85352,449
271495,449
605637,449
197642,1091
162571,449
605498,1123
388913,449
700010,449
666924,683
393325,1123
46972,1123
228042,449
96828,416
291544,1123
234523,416
167727,416
340070,416
551752,416
199258,6195
547534,1123
293169,416
196522,762
108725,762
123682,762
291739,1123
146795,762
272642,762
272999,762
333241,762
205940,416
148262,762
71292,762
199527,762
484387,762
206225,762
520624,762
162029,762
184528,762
95810,762
92469,762
346707,762
346018,762
109751,1123
98240,762
85475,762
135343,762
183318,762
142389,762
99397,762
74960,762
226049,762
287700,416
225873,416
129588,416
245056,416
392538,416
308279,416
467992,416
236490,416
336125,416
648779,416
364133,416
340329,762
183031,416
86784,416
386446,416
544149,416
516716,416
463792,416
170321,762
257474,416
383109,1123
134270,762
32113,416
346499,1123
40433,46
434223,1123
332341,1123
532464,1123
482107,416
55854,416
377393,1123
257805,1123
433186,1123
236953,1123
390664,1123
471690,1123
618901,1123
258916,1123
672381,1123
511802,1123
295630,1123
425713,1123
128904,1123
621993,1123
288948,1123
121385,1123
504042,1123
82863,1123
126600,1123
38593,449
275935,449
33027,1123
182688,449
491966,449
148751,449
74641,449
29391,1123
361575,449
395862,449
745233,449
182923,449
662131,449
477924,449
347383,449
291548,449
292199,449
35884,1091
73097,1091
483063,449
79612,1091
464530,1091
85825,1091
201574,1123
393621,1091
390125,1091
387928,1091
35247,1091
330060,1091
37397,1091
361260,1123
59084,1091
464528,1091
149752,449
137648,1091
540058,1091
51161,1091
451677,1123
400485,6195
165895,6195
77812,1123
448920,1091
133964,6195
181136,6195
350219,6195
77825,416
82070,6195
192735,6195
126711,6195
88348,1091
397225,6195
126656,6195
316889,6195
121985,6195
342046,6195
257732,6195
93128,6195
417414,6195
73396,6195
240414,6195
67063,1237
434207,1237
400489,6195
217115,1237
144028,1237
568005,1237
484551,1237
43530,1237
534033,1237
209212,1237
687626,1237
476237,1237
82873,1237
384461,1237
490307,1237
410425,1237
433976,1237
111195,1237
504148,1237
284857,1237
533523,1237
307497,1237
776798,1237
119269,1237
576314,1237
212847,1237
73564,1237
87884,6195
250426,180
148153,1237
340322,180
346779,180
186644,180
485424,180
403151,1237
33713,180
130765,180
181579,180
66100,180
444211,180
406008,180
341051,180
503981,180
318523,180
379807,180
163744,180
563963,180
243028,180
341043,180
19948,180
52570,180
169880,6195
354361,6195
567492,1091
532444,265
413032,180
323740,265
262861,265
125918,265
238084,265
357163,1091
215864,265
408958,265
182573,265
113045,265
129078,180
481688,265
350364,1091
107523,265
157543,265
340308,265
53286,265
255688,265
375856,265
124895,265
724876,265
567668,265
450427,265
187798,265
146799,265
108354,873
50201,873
420002,873
344152,873
145988,873
95976,180
479999,873
436916,265
94939,265
402887,265
147078,265
66934,873
241481,873
74300,873
85177,873
92572,873
730893,873
126625,265
61592,873
507254,873
260827,873
392757,873
196722,873
64399,873
327755,873
103381,683
228885,265
174694,683
128899,873
170895,683
41416,873
78959,873
157506,873
463611,683
948267,683
590914,683
329517,683
40687,683
554398,683
380415,683
490297,683
157535,683
481173,683
60573,683
341680,683
174196,683
669531,683
207014,873
157539,683
461512,683
12979,683
639712,683
470790,683
34322,683
339829,683
104752,683
520815,683
537944,683
543529,683
103444,683
395632,683
28396,46
406625,46
227081,46
42460,46
273132,46
321528,46
37666,46
64000,683
143812,46
126414,46
255942,46
156617,46
55769,46
258005,683
46156,46
364234,683
672314,683
111196,46
315853,46
204069,46
16633,46
28021,46
554389,683
566723,873
401604,683
44327,46
197471,46
303657,46
198116,46
404584,1148
340324,11
132098,148
48280,985
8198,985
170527,631
96341,631
872380,12
171424,281
203460,281
568177,281
241641,281
88755,281
53622,281
406635,281
26267,281
357565,281
95424,281
182712,281
308256,443
188338,443
609651,60949
610430,443
468036,443
423197,443
290405,443
599634,443
467232,443
527467,443
693985,443
262597,443
399551,443
363205,281
482106,443
341466,443
697401,443
644408,443
104124,379
69015,379
75852,443
290532,379
357885,379
54906,46
293200,379
148368,31
134425,281
131789,31
31835,379
565822,31
523947,443
648579,443
149354,2671
534617,2671
133668,2671
655626,2671
332973,2671
822991,2671
52791,2671
637280,2671
27581,2671
494679,2671
72195,2671
261611,443
190269,2671
896154,2671
342252,2671
242661,2671
554396,2671
393922,2671
125769,2671
481679,2671
496767,2671
286533,2671
242758,2671
523240,2671
126360,2671
148455,31
236510,31
165793,31
480692,31
200512,31
344015,31
3333,31
143424,31
61651,31
60444,31
433188,31
302215,31
225693,31
503680,31
314353,31
338070,31
234803,31
257097,31
503679,31
541231,31
371814,31
82105,31
256178,31
357119,31
314875,379
295744,2671
85864,31
96089,2671
135853,379
105470,31
337333,379
283628,379
139208,31
140191,379
468002,379
157672,379
92571,379
181380,379
502065,379
112091,2671
71271,31
48002,379
340918,31
15930,379
51321,379
157509,379
29692,379
77026,443
408563,443
90725,443
613975,443
272622,379
340950,31
146693,443
157495,281
457620,2671
186590,281
177476,281
176553,281
258004,281
14555,281
221624,281
121477,379
203853,281
315779,631
238223,281
392768,631
346483,631
217111,631
73491,631
177862,631
281404,631
131978,631
148928,631
51471,631
102017,631
419025,379
57500,631
472423,631
224884,631
423744,631
112515,631
316551,631
29241,631
344596,631
346314,631
196948,631
205307,443
86202,631
192279,631
442531,631
532826,985
309400,631
202886,631
316125,631
583189,985
258923,985
357662,379
116648,631
141660,985
44068,985
240306,985
401173,985
288255,985
120629,379
315969,985
357147,985
477758,985
507700,985
640026,985
183288,985
117996,985
122153,985
74683,985
286384,985
177907,985
13460,985
255755,985
34130,985
164770,985
184573,985
559794,148
59377,985
431755,148
91845,148
392775,148
536835,985
225083,631
167799,148
406638,148
284165,148
171679,148
249126,148
282429,148
341049,148
191614,985
346478,148
175722,148
341429,148
355915,148
428016,148
17965,148
244192,148
93720,11
343052,11
655488,11
297212,148
192765,148
433177,11
607224,985
160438,11
111455,11
354362,148
258919,985
112988,11
316264,11
331560,11
230784,11
435338,11
335721,11
503769,11
72476,11
427568,11
251664,1148
251845,1148
413039,1148
249873,1148
388165,1148
204294,1148
381967,11
476344,148
77100,148
319859,1148
340321,1148
421637,1148
148367,1148
270171,1148
392765,11
503688,1148
587019,1148
69633,1148
376856,1148
535955,11
134277,1148
52059,1148
442248,1148
328658,1148
456292,1148
48870,1148
453704,1148
262749,1148
125314,1148
331726,12
282810,12
533916,1148
392085,12
300716,11
55735,12
550108,12
285845,12
339556,1148
112465,12
164771,12
628645,12
647484,12
355501,12
562049,12
84344,12
205006,12
199248,12
118689,12
103427,12
286297,12
358166,12
94529,12
581604,12
438682,12
45026,12
524481,12
95673,60949
391005,1148
96140,60949
610570,60949
46062,60949
118413,60949
332250,60949
253341,11
284876,60949
934034,60949
630032,60949
372240,1148
126796,60949
277772,60949
471638,60949
131745,60949
940526,60949
711575,60949
203981,60949
5336,60949
325454,60949
586712,60949
540466,60949
96189,60949
207571,60949
541601,1177
412660,405
694974,173
543311,1053
114282,605
34944,605
560881,678
470240,60949
133838,2441
654470,865
147045,60949
646782,190
124902,190
666580,190
439072,12
387378,190
792331,190
667914,190
116598,190
371371,12
256448,12
89200,190
131161,190
167105,190
464446,190
289835,190
263804,190
652275,190
124983,190
564529,190
146889,190
335209,190
69642,190
100399,190
165825,190
605427,190
239962,190
112822,190
177475,60949
18829,865
524590,865
346551,190
590835,865
462823,865
252641,865
599879,865
293607,865
610428,865
146164,865
514888,865
486078,865
323874,865
342389,865
174488,190
490309,865
572402,206
407398,206
188131,206
515613,206
93315,865
116900,206
579565,190
546712,206
345700,206
160506,206
666212,206
610440,190
345748,206
544931,206
401732,206
482110,206
504243,206
387745,206
230336,206
790245,206
253206,206
699783,865
68983,206
400536,206
255469,865
623772,865
462837,865
520492,865
99100,865
281252,865
610400,190
542690,206
701226,206
48907,865
22913,865
581660,865
383638,865
464373,865
110366,2441
340360,865
354587,2441
198513,2441
68033,2441
159718,2441
58970,2441
569663,206
128011,2441
55619,2441
131574,2441
59950,2441
45184,2441
130142,2441
483916,2441
318520,2441
237436,206
726114,2441
23523,206
77547,2441
42942,2441
94807,2441
814306,865
318257,2441
684519,2441
618565,2441
164729,2441
899867,678
333355,2441
673173,678
127679,2441
238056,2441
445616,678
457728,678
331739,678
881297,678
659848,678
282954,678
503866,678
403673,678
74223,678
253210,678
564530,206
69511,678
346549,678
675278,678
698259,678
157387,678
289683,678
425808,678
74091,678
492490,678
22860,678
370885,2441
283225,678
290951,605
71701,678
441287,605
381348,605
15568,605
206563,605
400544,678
81455,605
107525,605
814663,605
651842,2441
211325,605
441986,678
129679,605
672694,605
75413,605
590926,605
107612,605
623253,605
262117,605
344393,605
567495,605
589646,605
132010,605
50477,605
259881,2441
75102,605
112948,605
176936,605
542877,1053
247909,1053
271335,605
926987,1053
102134,1053
388465,1053
74996,605
148344,1053
369675,1053
226450,1053
543822,1053
92842,605
161368,1053
324352,605
615597,1053
48803,1053
345647,1053
129092,1053
121986,605
545331,1053
3466,1053
315561,1053
799899,1053
114113,1053
91851,173
269503,173
122635,173
381187,173
657957,173
73269,605
533632,173
103434,173
266615,1053
178926,173
260848,173
157626,173
588649,173
430034,173
514892,173
210528,1053
616430,173
337799,1053
173040,173
257324,173
578920,173
656695,173
671916,173
222124,173
400535,173
533662,405
134294,405
324358,405
131996,405
321247,405
665390,405
80444,405
492489,173
387626,405
696589,405
659459,405
539043,605
514897,1053
193116,405
324882,405
447661,405
425334,405
14086,405
602486,173
126664,405
112336,173
95759,173
215118,405
174094,405
413403,405
253677,405
75458,405
111873,405
102132,1177
514894,1177
542654,1177
293326,1177
61653,405
524081,1177
511534,1177
800010,1177
110867,405
587298,1177
221916,1177
281492,1177
541371,173
422721,1177
233124,405
187103,1177
293279,1177
591956,1177
541628,1177
237426,1177
528454,1177
368620,1177
799986,1177
400532,1177
114680,1177
258520,1177
250478,405
92248,1177
503749,405
514893,1177
542762,1177
297990,1177
542697,1177
830079,6993
470833,6993
749260,55686
396411,18105
737740,48332
532178,399
503980,399
154051,5724
733698,16239
596235,16239
470831,16239
193323,16239
622410,18303
343492,18303
395069,18303
514895,1177
269374,18303
248938,18303
366446,18303
140676,18303
892054,18303
417235,18303
222079,2740
461670,18303
432658,18303
463845,18303
244262,18303
549960,18303
926954,2778
527896,2778
955070,2778
569632,2778
475949,2778
826245,26459
860701,26459
321165,26459
581782,6992
243841,26459
688714,26459
221955,26459
501417,18303
315237,26459
108710,18303
294188,26459
320247,49364
581405,49364
244904,18303
321146,49364
168041,49364
358956,49364
86931,49364
339323,49364
216579,49364
461666,49364
498899,49364
59115,49364
58402,49364
292246,543
505653,543
206040,543
177818,49364
256977,543
695454,543
487465,543
375180,49364
532541,543
347804,49364
29364,543
168157,543
225161,543
412669,543
610427,2778
337787,543
137745,543
429014,543
606718,543
716276,543
142310,543
204198,543
231572,543
128901,543
444641,543
29712,543
293257,543
249994,543
108866,49364
578391,543
190190,49364
427341,49364
307053,26459
525247,543
353584,26459
273341,26459
81649,18303
775824,26459
417239,26459
175446,543
315236,26459
774555,26459
247213,26459
39637,26459
382895,26459
729432,26459
380554,49364
542776,2778
485583,543
166584,26459
70923,26459
670103,2778
620318,2778
674054,2778
462832,2778
658534,2778
658531,2778
515017,2778
488784,2778
553328,2778
514920,2778
579287,2778
488785,2778
658530,2778
94293,2778
91469,2778
658529,2778
800976,2778
658533,2778
610423,2778
369258,2778
295429,49364
88879,26459
162101,2778
418891,18303
227199,26459
659225,2778
775709,18303
725356,18303
449084,18303
751363,2740
624883,2740
543493,2740
658536,2778
511909,2740
201671,2740
58930,2740
365540,18303
91479,2740
462838,2778
597880,2740
213984,16239
395579,26459
930254,16239
61779,16239
775868,16239
59442,16239
968231,16239
376226,16239
91801,2740
623318,16239
93105,16239
155964,18303
117481,16239
242854,6992
695310,6992
366729,6992
503096,6992
59076,6992
626475,6992
310782,2740
62515,6992
123543,6992
292570,6992
539436,6992
59389,6992
461653,6992
222686,6992
678503,6992
49016,6992
567873,18303
296986,399
474701,399
392763,399
411295,399
417346,399
319301,399
121257,399
534700,399
244911,16239
351749,399
531957,399
158764,399
396400,6992
661208,399
614082,399
596446,399
374139,399
597659,399
75067,399
410708,399
328784,399
246291,399
418561,399
542586,399
523903,18105
448783,18105
821535,18105
92738,399
339005,18105
183334,399
58606,18105
91419,18105
325420,18105
524965,18105
173079,18105
396402,18105
844373,18105
392091,18105
533318,18105
461582,18105
174213,2740
553772,18105
120966,18105
495917,18105
67420,399
235355,5724
525990,5724
685145,5724
316750,5724
164693,5724
726033,2740
752778,5724
192985,5724
491890,5724
353252,6992
320272,5724
663424,5724
193724,5724
131505,399
293134,5724
342407,5724
274984,5724
89541,5724
277236,5724
464983,5724
204144,5724
190280,5724
58413,48332
539441,48332
729781,48332
193158,48332
892025,48332
277777,48332
495923,48332
775905,48332
58418,48332
92567,48332
542858,5724
45666,5724
723621,48332
167555,48332
320861,48332
48864,5724
751977,48332
234286,18105
166581,48332
294723,48332
269365,18105
325429,55686
464619,55686
248936,48332
497221,55686
289487,55686
808971,55686
348875,5724
91358,48332
537852,55686
255638,55686
90769,55686
59136,55686
560110,55686
289472,55686
566571,5724
169260,55686
385416,55686
58972,55686
808943,55686
59446,55686
365692,6993
708241,6993
213974,55686
226014,55686
726016,6993
755327,6993
86466,55686
882225,6993
396401,6993
467244,6993
623319,6993
343622,6993
708240,6993
717198,6993
245021,6993
718408,55686
365195,6993
59022,6993
393975,55686
212243,6993
59290,55686
674411,6993
540186,48726
203854,48726
537467,987
755174,10690
234375,5817
578791,370
236590,370
396548,1519
875208,371
444209,371
466602,371
519514,371
297257,371
420931,371
329812,371
489463,371
447066,371
213672,371
201284,55686
314371,2578
195906,371
433685,2578
343537,60551
390156,2578
161496,2578
111432,2578
125158,2578
450724,2578
77964,2578
45555,2578
39827,2578
399257,2578
451306,1519
203773,2578
293726,2578
35531,2578
74861,2578
344579,2578
22728,2578
491216,2578
551695,660
84979,2578
280409,2578
515208,660
79620,2578
396638,660
243856,124
501709,2578
234850,371
72518,43
208934,43
537860,660
325104,43
167264,43
469822,660
399369,43
195214,43
399162,43
406694,43
550495,660
509247,43
78961,43
556038,43
484215,43
253817,43
235767,43
203405,43
12589,43
485729,124
467540,2578
361537,43
392375,124
184398,43
276914,124
103934,43
141350,124
282076,124
403572,124
611906,124
59543,43
344588,124
117793,43
55291,124
156941,124
242632,124
338962,124
62094,124
461883,124
39125,124
56100,124
419930,124
198067,124
393321,124
279457,124
28973,124
92983,124
470375,124
9422,124
424008,124
623325,660
468301,660
59970,660
468198,124
203855,660
279133,124
401529,660
163656,124
467243,660
396394,660
244260,124
273236,660
289059,660
354715,660
136537,660
39996,660
537844,660
264193,2578
124028,660
290801,2578
264063,660
412741,2578
62645,2578
98067,2578
495920,60551
717411,60551
296366,60551
248934,60551
448868,60551
60793,124
294780,60551
396536,60551
887137,43
110688,60551
244271,60551
292396,60551
84992,371
536533,371
406634,371
318219,371
496656,371
273663,60551
45333,371
74089,660
580027,371
120977,371
423757,371
129788,371
388171,371
362977,371
345760,371
238029,2578
362562,371
662932,371
439497,371
168156,371
258987,371
201737,371
285283,371
85627,371
248658,371
403568,371
537854,660
62163,1519
652638,1519
132764,1519
466765,371
706699,1519
701322,1519
268606,1519
396537,1519
633655,1519
62170,1519
651182,1519
614085,1519
482493,1519
36529,1519
61813,1519
652633,1519
344581,1519
281807,1519
672537,1519
192077,1519
440371,1519
596837,1519
652634,1519
40204,371
396563,1519
37428,1519
532536,1519
81831,2578
111426,1519
214073,1519
41131,1519
344584,370
91315,370
370399,60551
52380,370
567151,370
120976,370
60951,370
428563,370
412954,370
132207,370
173580,1519
633652,370
293746,370
512994,370
173192,370
272539,370
652672,1519
509713,1519
25834,370
599663,5817
542462,5817
148826,5817
21306,370
107544,370
350398,5817
610603,5817
463755,370
73582,370
801886,5817
757272,371
400174,5817
201497,5817
48805,5817
455068,5817
495488,5817
315156,5817
490852,5817
126610,5817
460934,5817
670144,5817
467250,660
490760,5817
292366,5817
503331,5817
569662,5817
242750,5817
429249,987
159894,987
724535,987
181337,5817
243770,5817
213847,987
592473,987
623740,987
332342,987
289843,987
623560,987
443541,987
211121,987
235780,987
652632,987
422941,5817
971613,370
186337,987
387355,987
496745,5817
674692,987
688673,987
182242,987
216270,987
258506,987
88257,987
226971,987
247263,987
443542,987
380026,987
277135,987
748940,48726
208772,987
391127,48726
620368,48726
501612,48726
606743,48726
316945,48726
82599,48726
892049,48726
91527,48726
60923,987
726038,48726
391474,987
381430,48726
315129,48726
702561,48726
102572,48726
337198,48726
140446,5817
122088,10690
709479,10690
401822,10690
404846,10690
210689,10690
533537,48726
59896,10690
373044,10690
107803,48726
430190,10690
837005,10690
53270,10690
631819,10690
257937,10690
576022,10690
606952,10690
787776,10690
59973,10690
419119,10690
94924,10690
924466,10690
775832,10690
80312,10690
186557,5817
343175,10690
289095,10690
748838,10690
58072,48726
557612,40
170953,1420
59908,61825
661428,903
264956,995
184935,995
388160,1421
197838,1003
146805,667
68718,1095
129990,1095
396532,10690
748939,48726
721746,1095
339943,1095
18909,40
429790,1095
427161,1095
804708,1095
126683,1095
325223,1095
859396,1095
277635,1095
118278,1095
291110,618
103565,618
735700,618
290593,618
324811,618
236045,618
609692,618
77826,618
569385,618
471582,618
508941,1095
46791,618
287635,618
342226,3911
238639,3911
640109,3911
275361,1095
229006,3911
353399,3911
234802,1095
484992,618
737781,3911
378710,29
183720,29
503733,29
242631,29
292417,29
90466,29
207929,29
98349,618
50362,29
306024,29
221025,29
127187,29
80197,29
68390,29
258883,29
126422,29
404842,29
348623,29
61842,29
91425,61825
118534,29
14044,29
661053,29
130164,29
33873,29
780147,3911
684062,3911
474662,3911
138055,3911
93726,3911
175014,3911
78917,3911
289446,29
131827,3911
569384,3911
796913,3911
170544,3911
314210,29
344864,3911
250779,3911
525155,3911
395251,3911
357047,3911
45671,29
469669,618
124884,3911
620313,618
410185,3911
485960,3911
580747,618
177690,618
90681,618
114340,618
494586,618
364857,618
836132,618
318507,618
696849,618
212804,1095
485959,1095
283127,1095
649452,1095
536507,1095
274484,1095
554251,1095
337798,1095
917120,1095
51118,1095
351843,1095
84085,618
282199,1095
510262,1095
272636,618
193256,1095
27389,667
807128,618
283994,667
880330,667
918157,667
891379,667
215977,667
125350,1095
343475,29
450050,667
876631,667
178313,667
372712,667
385817,667
354352,667
424015,29
453016,667
60558,667
786436,667
352392,667
250844,667
184575,3911
324795,618
127202,667
365172,1003
246968,1003
406040,1003
294057,1003
77383,667
398065,1003
378953,667
341501,1003
249565,1003
111051,1003
475188,1003
344888,667
413220,1003
344605,1003
215876,1003
61560,1003
40611,1003
314940,667
125783,667
214056,1003
33925,1095
262226,1003
320141,1003
42412,1003
2857,1003
203026,1003
243606,1421
649016,1421
709726,1421
505194,1003
395242,1421
393239,1421
222876,1421
557614,1421
671594,1421
739769,1421
814976,1421
145115,1421
290746,1421
295330,1003
649033,1421
414908,1421
395797,1003
315145,1421
274839,1003
919173,1421
570817,1421
805908,1421
422850,1421
199704,1421
395083,1421
292808,1421
5578,1421
448632,1421
190263,1421
487969,995
353365,995
548650,995
463620,995
316137,1421
274862,995
215114,1421
243737,995
99331,1003
288225,995
522791,1421
102744,995
61891,995
111038,995
394906,995
557613,995
807648,995
139279,995
182875,995
773795,995
270051,995
282028,995
357117,995
562484,61825
268697,61825
353403,995
340383,61825
404845,61825
600003,61825
468066,1421
404847,61825
632675,61825
536512,61825
819493,61825
242273,995
383294,61825
319165,61825
401987,61825
280064,61825
475411,1003
176409,61825
539738,61825
16911,1003
375659,61825
85969,61825
201625,61825
670847,1420
28356,995
261963,1420
392810,1420
232271,1420
680447,1420
707225,1420
214532,1420
296356,1420
699842,61825
424072,1420
206912,1420
593482,1420
245537,1420
650104,1420
395234,1420
62351,1420
651388,61825
709727,1420
57216,1420
182889,995
83132,1420
57467,1420
290559,1420
188930,1420
157501,40
18934,1420
476770,61825
399543,40
460654,40
281319,40
315125,40
460660,1420
740674,40
847759,40
376082,40
111828,40
93704,40
656441,40
288241,40
538998,40
729638,61825
397171,40
395236,40
540665,40
52920,40
342877,1420
230140,40
250013,1420
540664,40
377468,40
344591,40
22628,40
43256,40
255353,903
540516,903
51730,903
360661,903
127610,40
238468,903
647281,903
60904,903
482802,903
399258,903
260166,40
314944,40
120070,903
185342,903
42547,903
567129,903
43753,903
528892,903
60792,903
277782,903
446093,903
366212,903
374984,903
220491,903
596901,40
540643,40
113890,903
822458,244
631821,338
68863,583
225393,903
571140,80
384060,1041
229004,1041
540641,40
356118,89
258886,903
536535,465
694355,465
543503,162
265513,465
77715,465
399260,465
634666,465
340921,903
45228,465
463760,465
719683,465
424019,465
60781,465
132203,465
125746,465
220496,465
268119,465
119574,465
382686,465
454574,465
103616,465
34987,1082
412932,162
146854,162
490426,162
257448,162
244256,465
569389,162
263918,162
402770,465
835410,465
8806,162
535834,162
578872,162
500689,417
283196,417
128895,465
418659,417
543051,417
330659,417
412095,417
384593,417
127048,244
273438,417
56818,417
745200,162
370791,417
170934,417
334998,65
313094,417
241229,417
416108,417
904712,417
16136,417
322655,417
605184,417
789419,417
465955,417
659518,162
296802,417
569598,162
413112,162
82009,162
409344,417
203746,162
375137,162
532775,417
99189,162
569383,162
122797,417
386047,162
463603,162
33781,162
249730,162
195778,162
142281,89
117432,89
186988,89
161869,162
94771,89
789082,162
188888,89
463618,417
421726,89
692713,89
79377,89
94137,89
346546,162
234029,89
124410,89
168543,89
560593,417
53437,89
72792,89
699702,89
454863,89
94201,89
420064,162
187491,89
203411,89
41323,89
107775,89
284248,89
607223,1041
708265,1041
475412,162
418660,1041
75921,89
110036,89
444523,1041
669000,1041
336828,1041
395237,1041
395693,1041
450936,1041
135617,1041
236400,1041
315110,1041
620322,1041
295313,89
370789,89
57370,1041
702441,1041
326300,1041
277114,1041
555076,1041
204072,1041
60561,1041
451403,89
166240,80
60957,80
93837,80
618472,1041
283140,80
245744,80
41541,80
289182,80
232144,80
190289,80
79967,80
443331,80
280575,80
181778,1041
121686,80
111266,80
452222,80
186477,80
148967,80
461581,1041
154396,80
63489,80
334207,80
467563,80
452192,80
553282,80
61989,80
40792,80
343959,80
596813,65
410649,65
448177,65
171209,65
136181,65
518505,65
41458,80
310662,65
161204,65
228975,1041
183780,65
192300,65
392131,65
196084,65
146258,65
296378,65
690218,65
536472,65
26485,1041
147359,65
388363,65
371256,1041
291383,65
153555,65
170517,65
199221,65
36898,65
342229,583
260655,80
45320,583
85148,583
68290,583
748061,65
659521,583
566931,583
99343,583
247661,65
126665,583
49499,583
102558,583
810096,583
28003,583
166237,583
608027,583
398073,583
126710,583
126719,583
460629,583
616341,583
787912,583
536482,583
25557,583
282041,583
228948,583
181767,583
460626,583
93730,583
79422,583
315858,583
167556,338
93081,65
229005,583
141050,583
70754,338
167722,338
539442,338
207074,338
618415,583
154578,80
294746,338
368611,338
59322,338
208469,338
606576,583
366723,338
505463,338
213865,338
659089,338
404838,338
91931,338
305415,338
206888,338
191891,244
384745,65
341647,244
708681,244
466809,244
417242,338
708680,244
37647,244
372711,244
659520,244
404841,338
287792,338
383325,338
465830,244
805476,244
394327,244
298975,244
94005,244
183647,244
691316,244
667965,244
341705,244
495666,244
238266,244
23951,244
286415,244
370846,1082
533738,1082
264372,338
557610,1082
696600,244
18900,1082
392770,1082
290256,1082
258027,1082
485706,1082
485963,244
496857,1082
292818,1082
60583,1082
362108,1082
251075,1082
33829,1082
420465,1082
361093,1082
258267,1082
226073,1082
288415,1082
357796,1082
16408,1082
78147,10
294534,10
575998,244
678088,44
815359,347
572919,79
553285,3
147573,3
193782,15
524290,533
347913,244
242086,15
532776,15
61087,15
395516,15
598577,15
346900,60
535551,82
391004,82
741292,15
741295,24
143891,82
196095,82
428791,15
303259,82
406640,82
711517,82
327251,82
119277,82
314288,82
117674,82
223979,82
332889,244
180337,15
183321,82
221611,82
194638,82
631904,82
124732,82
338629,82
434224,82
557459,82
84301,1082
36182,82
124182,338
273054,60
503881,82
335457,60
248999,60
297583,60
341710,82
332798,60
127076,82
574203,82
392163,60
190284,60
55099,60
342039,60
70285,60
93604,60
578680,60
453865,60
108880,82
548348,60
45683,60
177779,60
192268,82
413843,60
51977,82
93707,60
526845,60
788445,15
473050,60
159088,15
89701,15
120296,60
34787,15
315131,15
484547,15
215099,15
125714,60
401578,15
659813,15
644771,15
225657,60
196357,15
85543,15
112541,15
309397,15
48015,15
181547,24
386914,24
323831,24
422355,24
564545,15
185077,60
125858,15
315332,24
42936,60
356141,24
161011,24
44466,24
580277,24
265625,24
39259,24
429874,24
40074,24
212723,24
49723,24
85906,24
93922,24
610798,24
216181,24
374954,24
85789,24
546213,24
513245,24
416380,24
40034,24
45672,24
448705,24
112935,3
50512,3
153678,3
472249,3
615036,24
106270,3
428189,3
232418,3
490581,3
205544,3
388198,60
244940,3
287188,3
290587,3
371149,24
160968,3
272812,3
108537,3
580193,3
384553,3
236981,3
303219,3
522084,3
84938,3
227089,3
145866,533
46580,533
160929,3
237164,533
270393,533
147485,3
822959,533
324278,533
361065,15
450234,533
251309,533
57051,533
607720,3
195736,533
143798,533
318204,533
52348,533
263801,533
315604,533
42234,533
51676,533
84435,533
160241,533
578539,533
586229,24
600942,533
432671,533
8246,533
55089,533
750886,79
610431,79
616344,79
369567,79
272278,79
618425,79
796429,533
445939,79
57995,79
472243,79
159844,24
540302,79
156779,79
538977,533
431561,79
400546,79
569366,79
470594,79
612826,79
232320,79
146310,79
289592,79
538971,79
293194,79
353892,79
193004,79
195246,79
470816,79
293281,533
284769,79
461790,347
122116,347
231586,3
490417,347
443710,533
223974,533
442320,347
415912,79
202318,347
806310,347
506009,347
205503,347
126699,347
293944,347
568693,347
743500,347
342209,347
588020,79
179635,79
170961,347
127075,347
384859,347
620315,347
57404,347
413118,347
211637,347
450417,347
666975,347
205587,347
56809,347
178459,44
111039,44
649020,347
269601,44
569368,44
568702,347
344886,347
279009,44
130110,347
16922,44
179643,44
371142,44
520530,347
261905,44
353948,44
51100,44
282577,44
89592,44
364938,44
282660,44
654234,44
361068,44
692734,44
432281,44
162434,44
88262,44
24112,44
453737,44
423436,44
471936,44
93763,44
317740,10
46104,44
533295,10
606307,10
307052,10
28947,10
697144,10
160938,44
118397,10
334186,10
152317,10
205465,347
147038,10
185164,10
471901,44
187624,79
340521,10
216804,10
334221,10
285951,10
241974,44
85941,10
284010,10
403808,10
68410,10
90024,167
624920,969
876034,969
518021,1241
269878,39
324152,1241
45660,27
912111,520
565019,2727
730126,2727
132553,2727
355689,2727
804884,826
20463,826
531949,826
585959,826
182916,826
477109,10
606301,10
74297,826
504147,10
182893,826
44686,826
583756,475
690993,475
495752,475
498862,475
422377,475
723487,475
707159,475
41818,475
38978,475
354726,826
480265,475
333516,10
467434,475
364370,475
307300,475
905408,826
59791,475
481640,2727
548128,2715
235247,475
707777,475
86916,475
620598,475
179634,475
42531,475
481344,475
158799,475
314969,475
420890,475
175639,826
332560,826
170929,826
572326,826
126557,826
263236,826
474800,826
27490,826
373714,826
329630,2727
551505,2727
170485,2727
81785,475
719654,2727
706037,475
323713,2727
310131,2727
282897,2727
841501,2727
543387,826
249568,2727
